employer,submit date,start date,case status,job title,base salary,salary to,city,state
m9 consulting inc,3/5/2014,9/3/2014,certified,software application developer,70000,,minneapolis,mn
technosoft corporation,3/14/2014,9/13/2014,certified,software application developer,70000,,camphill,pa
technosoft corporation,3/14/2014,9/13/2014,certified,software application developer,70000,,harrisburg,pa
technosoft corporation,3/14/2014,3/31/2014,certified,software application developer,70000,,camphill,pa
technosoft corporation,3/17/2014,9/13/2014,certified,software application developer,70000,,denver,co
collasys llc,3/17/2014,9/13/2014,certified,software application developer,70000,,harrisburg,pa
img systems inc,3/19/2014,9/18/2014,certified,software application developer,70000,,wichita,ks
img systems inc,3/19/2014,9/18/2014,certified,software application developer,70000,,dallas,tx
technosoft corporation,3/20/2014,9/13/2014,certified,software application developer,70000,,wilmington,de
lendkey technologies inc,3/25/2014,4/16/2014,denied,software application developer,70000,,cincinnati,oh
lendkey technologies inc,4/3/2014,4/16/2014,certified,software application developer,70000,,cincinnati,oh
collasys llc,5/16/2014,6/2/2014,certified,software application developer,70000,,camp hill,pa
collasys llc,7/29/2014,8/10/2014,certified,software application developer,70000,,camp hill,pa
technosoft corporation,8/1/2014,9/1/2014,certified,software application developer,70000,,camp hill,pa
collasys llc,8/1/2014,8/11/2014,certified,software application developer,70000,,camp hill,pa
collasys llc,8/4/2014,8/18/2014,certified,software application developer,70000,,camp hill,pa
technosoft corporation,8/8/2014,9/3/2014,certified,software application developer,70000,,camp hill,pa
collasys llc,8/13/2014,8/18/2014,certified,software application developer,70000,,camp hill,pa
collasys llc,8/20/2014,9/15/2014,certified,software application developer,70000,,harrisburg,pa
technosoft corporation,8/27/2014,9/22/2014,certified,software application developer,70000,,camp hill,pa
technosoft corporation,9/1/2014,9/5/2014,certified,software application developer,70000,80000,camp hill,pa
collasys llc,9/1/2014,9/5/2014,certified,software application developer,70000,80000,harrisburg,pa
technosoft corporation,9/4/2014,9/22/2014,certified,software application developer,70000,80000,harrisburg,pa
technosoft corporation,3/1/2013,3/11/2013,certified,software application developer,70000,,austin,tx
technosoft corporation,9/15/2013,10/2/2013,certified,software application developer,70000,,novi,mi
technosoft corporation,3/14/2014,9/13/2014,certified,software application developer,70500,,concord,nh
offerpop corporation,2/7/2013,8/7/2013,certified,software application developer,71000,,new york,ny
cyberthink inc,3/8/2013,9/7/2013,certified,software application developer,71000,,north wales,pa
technosoft corporation,9/30/2014,10/10/2014,certified,software application developer,72000,,tallahassee,fl
collasys llc,11/12/2014,11/24/2014,certified,software application developer,72000,,camp hill,pa
technosoft corporation,4/5/2013,4/22/2013,certified,software application developer,72000,83000,tallahassee,fl
technosoft corporation,4/9/2013,4/15/2013,certified,software application developer,72000,,san ramon,ca
technosoft corporation,3/21/2014,9/13/2014,certified,software application developer,72500,,roseland,nj
collasys llc,11/20/2014,12/15/2014,certified,software application developer,73000,,camp hill,pa
technosoft corporation,8/7/2014,8/25/2014,certified,software application developer,73000,,denver,co
technosoft corporation,2/11/2013,7/6/2013,certified,software application developer,73000,,denver,co
technosoft corporation,4/7/2014,4/23/2014,certified,software application developer,73105,,atlanta,ga
zuse inc,7/9/2014,7/21/2014,certified,software application developer,73445,,new york,ny
technosoft corporation,3/21/2014,9/13/2014,certified,software application developer,74000,,indianalolis,in
technosoft corporation,8/13/2014,8/18/2014,certified,software application developer,74000,88000,atlanta,ga
technosoft corporation,8/14/2014,8/25/2014,certified,software application developer,74000,88000,atlanta,ga
collasys llc,10/12/2014,10/20/2014,certified,software application developer,75000,,camp hill,pa
collasys llc,10/12/2014,10/20/2014,certified,software application developer,75000,,camp hill,pa
technosoft corporation,10/15/2014,10/20/2014,certified,software application developer,75000,,harrisburg,pa
collasys llc,10/16/2014,11/17/2014,certified,software application developer,75000,,camp hill,pa
collasys llc,10/21/2014,11/10/2014,certified,software application developer,75000,,camp hill,pa
technosoft corporation,10/30/2014,11/12/2014,certified,software application developer,75000,,camp hill,pa
collasys llc,11/7/2014,11/24/2014,certified,software application developer,75000,,camp hill,pa
technosoft corporation,11/12/2014,11/24/2014,certified,software application developer,75000,,camp hill,pa
clonetab inc,11/19/2014,12/1/2014,certified,software application developer,75000,,tracy,ca
technosoft corporation,3/20/2014,3/28/2014,certified,software application developer,75000,,camp hill,pa
collasys llc,4/1/2014,4/7/2014,certified,software application developer,75000,,camp hill,pa
technosoft corporation,7/24/2014,8/4/2014,certified,software application developer,75000,,camp hill,pa
technosoft corporation,8/26/2014,10/17/2014,certified,software application developer,75000,,madison,wi
technosoft corporation,9/17/2014,1/1/2015,certified,software application developer,75000,,camp hill,pa
technosoft corporation,9/25/2012,10/9/2012,certified,software application developer,75000,,chicago,il
technosoft corporation,10/18/2012,10/22/2012,certified,software application developer,75000,,tallahassee,fl
technosoft corporation,10/25/2012,11/12/2012,certified,software application developer,75000,,concord,nh
technosoft corporation,12/7/2012,12/17/2012,certified,software application developer,75000,,redmond,wa
technosoft corporation,2/8/2013,2/25/2013,certified,software application developer,75000,,west des moines,ia
hyundai information service north america llc,4/2/2013,10/1/2013,certified,software application developer,75000,,montgomery,al
technosoft corporation,4/9/2013,4/15/2013,certified,software application developer,75000,85000,sandy springs,ga
technosoft corporation,7/11/2013,7/18/2013,certified,software application developer,75000,,madison,wi
technosoft corporation,8/22/2013,12/2/2013,certified,software application developer,75000,,camp hill,pa
cyberthink inc,11/12/2013,12/25/2013,certified,software application developer,75500,,harrisburg,pa
resource personnel consultants company llc,8/12/2013,8/21/2013,certified,software application developer,75920,,dallas,tx
techsol4u inc,3/23/2013,9/22/2013,certified,software application developer,75982,,tracy,ca
techsol4u inc,3/23/2013,9/22/2013,certified,software application developer,75982,,tracy,ca
techsol4u inc,3/26/2013,9/25/2013,certified,software application developer,75982,,tracy,ca
techsol4u inc,3/26/2013,9/25/2013,certified,software application developer,75982,,tracy,ca
clonetab inc,11/12/2014,11/17/2014,certified,software application developer,76000,,miami,fl
technosoft corporation,12/16/2014,1/24/2015,certified,software application developer,76000,,livermore,ca
technosoft corporation,12/5/2013,12/13/2013,certified,software application developer,76000,,livermore,ca
collasys llc,5/1/2014,5/14/2014,certified,software application developer,76000,,camp hill,pa
technosoft corporation,8/14/2014,9/3/2014,certified,software application developer,76000,,camp hill,pa
technosoft corporation,11/9/2012,11/26/2012,certified,software application developer,76000,,charleston,wv
technosoft corporation,1/31/2013,2/18/2013,certified,software application developer,76000,90000,carson city,nv
technosoft corporation,6/11/2013,6/17/2013,certified,software application developer,76000,88000,detroit,mi
collasys llc,5/9/2014,6/2/2014,certified,software application developer,76250,,camp hill,pa
technosoft corporation,10/30/2014,11/10/2014,certified,software application developer,77000,,hartford,ct
technosoft corporation,12/2/2014,1/24/2015,certified,software application developer,77000,,harrisburg,pa
technosoft corporation,11/7/2013,11/18/2013,certified,software application developer,77000,,hoffman estate,il
technosoft corporation,11/15/2013,12/2/2013,certified,software application developer,77000,,harrisburgh,pa
technosoft corporation,1/8/2014,2/1/2014,certified,software application developer,77000,,chicago,il
technosoft corporation,5/16/2014,5/19/2014,certified,software application developer,77000,,detroit,tx
collasys llc,8/18/2014,8/26/2014,certified,software application developer,77000,,camp hill,pa
technosoft corporation,11/24/2012,12/15/2012,certified,software application developer,77000,,camp hill,pa
technosoft corporation,1/24/2013,2/11/2013,certified,software application developer,77000,,denver,co
technosoft corporation,2/6/2013,2/11/2013,certified,software application developer,77000,85000,camp hill,pa
technosoft corporation,2/12/2013,2/25/2013,certified,software application developer,77000,85000,harrisburgh,pa
technosoft corporation,2/19/2013,3/1/2013,certified,software application developer,77000,85500,harrisburgh,pa
technosoft corporation,2/25/2013,3/4/2013,certified,software application developer,77000,85500,harrisburgh,pa
technosoft corporation,3/4/2013,3/18/2013,certified,software application developer,77000,85000,camp hill,pa
technosoft corporation,6/21/2013,10/10/2013,certified,software application developer,77000,,denver,co
technosoft corporation,8/16/2013,8/23/2013,certified,software application developer,77000,,dublin,oh
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/5/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/6/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/6/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/6/2014,8/1/2014,denied,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/7/2014,8/1/2014,certified,software application developer,77875,,houston,tx
principle information technology company,3/10/2014,9/9/2014,certified,software application developer,77875,,houston,tx
technosoft corporation,11/13/2014,12/8/2014,certified,software application developer,78000,,hartford,ct
technosoft corporation,11/15/2013,12/9/2013,certified,software application developer,78000,,denver,co
technosoft corporation,11/20/2013,12/30/2013,certified,software application developer,78000,,denver,co
collasys llc,12/16/2013,12/30/2013,certified,software application developer,78000,,camp hill,pa
technosoft corporation,12/18/2013,1/6/2014,certified,software application developer,78000,,denver,co
technosoft corporation,1/17/2014,1/27/2014,certified,software application developer,78000,,denver,co
technosoft corporation,3/7/2014,3/12/2014,certified,software application developer,78000,,denver,co
technosoft corporation,4/21/2014,10/10/2014,certified,software application developer,78000,,denver,co
technosoft corporation,2/24/2014,3/17/2014,certified,software application developer,79000,,denver,co
corepartners inc,3/28/2013,9/26/2013,certified,software application developer,79200,,vienna,va
technosoft corporation,9/30/2014,12/9/2014,certified,software application developer,80000,,denver,co
technosoft corporation,10/15/2014,10/22/2014,certified,software application developer,80000,,north kingstown,ri
technosoft corporation,10/20/2014,12/12/2014,certified,software application developer,80000,,denver,co
collasys llc,11/3/2014,11/24/2014,certified,software application developer,80000,,camp hill,pa
technosoft corporation,11/3/2014,11/22/2014,certified,software application developer,80000,,denver,co
technosoft corporation,11/3/2014,11/24/2014,certified,software application developer,80000,,camp hill,pa
technosoft corporation,11/10/2014,12/1/2014,certified,software application developer,80000,,denver,co
seven lakes enterprises inc,3/12/2014,8/30/2014,certified,software application developer,80000,,westlake village,ca
technosoft corporation,10/18/2013,10/25/2013,certified,software application developer,80000,,denver,co
technosoft corporation,10/23/2013,11/1/2013,certified,software application developer,80000,,camp hill,pa
technosoft corporation,10/27/2013,11/8/2013,certified,software application developer,80000,,camp hill,pa
technosoft corporation,11/8/2013,11/18/2013,certified,software application developer,80000,,harrisburgh,pa
technosoft corporation,11/15/2013,12/2/2013,certified,software application developer,80000,,harrisburgh,pa
technosoft corporation,1/8/2014,3/11/2014,certified,software application developer,80000,90000,harrisburgh,pa
technosoft corporation,1/15/2014,1/29/2014,certified,software application developer,80000,,camp hill,pa
technosoft corporation,1/21/2014,1/27/2014,certified,software application developer,80000,90000,harrisburgh,pa
technosoft corporation,1/21/2014,2/3/2014,certified,software application developer,80000,90000,camp hill,pa
technosoft corporation,1/21/2014,3/19/2014,certified,software application developer,80000,90000,camp hill,pa
technosoft corporation,1/21/2014,1/27/2014,certified,software application developer,80000,90000,harrisburgh,pa
collasys llc,2/19/2014,3/27/2014,certified,software application developer,80000,,richmond,va
technosoft corporation,3/14/2014,9/13/2014,withdrawn,software application developer,80000,,camphill,pa
technosoft corporation,3/14/2014,9/13/2014,certified,software application developer,80000,,camphill,pa
collasys llc,3/17/2014,9/13/2014,certified,software application developer,80000,,richmond,va
img systems inc,3/20/2014,9/18/2014,certified,software application developer,80000,,wichita,ks
technosoft corporation,3/31/2014,4/25/2014,certified,software application developer,80000,,camp hill,pa
collasys llc,4/1/2014,4/15/2014,certified,software application developer,80000,,camp hill,pa
technosoft corporation,4/8/2014,5/5/2014,certified,software application developer,80000,,denver,co
technosoft corporation,4/8/2014,4/21/2014,certified,software application developer,80000,,camp hill,pa
collasys llc,4/11/2014,5/5/2014,certified,software application developer,80000,,harrisburg,pa
technosoft corporation,4/21/2014,5/4/2014,certified,software application developer,80000,,camp hill,pa
collasys llc,4/29/2014,5/19/2014,certified,software application developer,80000,91000,camp hill,pa
collasys llc,5/1/2014,5/14/2014,certified,software application developer,80000,,richmond,va
technosoft corporation,5/27/2014,6/5/2014,withdrawn,software application developer,80000,,denver,co
technosoft corporation,5/27/2014,6/5/2014,certified,software application developer,80000,,denver,co
collasys llc,6/4/2014,6/12/2014,certified,software application developer,80000,90000,camp hill,pa
technosoft corporation,6/17/2014,7/25/2014,certified,software application developer,80000,,denver,co
technosoft corporation,6/17/2014,7/28/2014,certified,software application developer,80000,90000,camp hill,pa
technosoft corporation,6/20/2014,7/14/2014,certified,software application developer,80000,91000,harrisburg,pa
collasys llc,6/27/2014,7/14/2014,certified,software application developer,80000,,camp hill,pa
innovative intelligent solutions llc,7/8/2014,7/14/2014,certified,software application developer,80000,,fort worth,tx
technosoft corporation,7/17/2014,7/28/2014,certified,software application developer,80000,,denver,co
technosoft corporation,7/29/2014,11/22/2014,certified,software application developer,80000,,denver,co
technosoft corporation,9/10/2014,9/22/2014,certified,software application developer,80000,,denver,co
technosoft corporation,9/10/2014,9/25/2014,certified,software application developer,80000,,concord,nh
technosoft corporation,9/17/2014,12/12/2014,certified,software application developer,80000,,camp hill,pa
technosoft corporation,9/23/2014,9/29/2014,certified,software application developer,80000,,denver,co
collasys llc,5/12/2014,5/19/2014,certified,software application developer,80000,,camp hill,pa
technosoft corporation,2/21/2013,3/18/2013,certified,software application developer,80000,90000,rancho cordova,ca
technosoft corporation,3/29/2013,4/8/2013,certified,software application developer,80000,90000,richfield,mn
technosoft corporation,6/5/2013,6/24/2013,certified,software application developer,80000,,denver,co
technosoft corporation,7/1/2013,8/27/2013,withdrawn,software application developer,80000,,sacramento,ca
technosoft corporation,7/3/2013,8/27/2013,certified,software application developer,80000,,sacramento,ca
technosoft corporation,7/5/2013,10/3/2013,certified,software application developer,80000,,redmond,wa
royal technocrats inc,5/23/2014,5/26/2014,certified,software application developer,80746,,san jose,ca
collasys llc,9/26/2014,10/15/2014,certified,software application developer,81000,,camp hill,pa
collasys llc,12/11/2014,12/15/2014,certified,software application developer,81000,,harrisburg,pa
technosoft corporation,7/22/2014,9/22/2014,certified,software application developer,81000,,camp hill,pa
technosoft corporation,8/4/2014,8/25/2014,certified,software application developer,81000,,concord,nh
technosoft corporation,12/9/2014,12/15/2014,certified,software application developer,81200,,atlanta,ga
technosoft corporation,7/9/2014,7/21/2014,withdrawn,software application developer,81200,,austin,tx
technosoft corporation,7/9/2014,7/21/2014,certified,software application developer,81200,,austin,tx
clonetab inc,12/15/2014,12/22/2014,certified,software application developer,81432,,tracy,ca
technosoft corporation,1/8/2014,2/1/2014,certified,software application developer,81500,,plymouth,mn
technosoft corporation,1/15/2014,1/20/2014,certified,software application developer,81500,,minneapolis,mn
technosoft corporation,11/5/2014,11/12/2014,certified,software application developer,82000,,harrisburg,pa
technosoft corporation,12/11/2014,3/10/2015,certified,software application developer,82000,,camp hill,pa
technosoft corporation,10/18/2013,10/25/2013,certified,software application developer,82000,,minneapolis,mn
towers watson pennsylvania inc,10/24/2013,11/4/2013,certified,software application developer,82000,,white plains,ny
towers watson pennsylvania inc,11/6/2013,11/6/2013,certified,software application developer,82000,,white plains,ny
technosoft corporation,11/6/2013,1/31/2014,certified,software application developer,82000,,hoffman estate,il
technosoft corporation,1/8/2014,5/8/2014,certified,software application developer,82000,,camp hill,pa
technosoft corporation,3/14/2014,9/13/2014,certified,software application developer,82000,91000,concord,nh
technosoft corporation,4/30/2014,5/19/2014,certified,software application developer,82000,,tallhassee,fl
technosoft corporation,7/22/2014,8/18/2014,certified,software application developer,82000,,austin,tx
collasys llc,8/29/2014,9/2/2014,certified,software application developer,82000,,harrisburg,pa
technosoft corporation,12/19/2012,1/7/2013,certified,software application developer,82000,,hoffman estate,il
technosoft corporation,7/1/2013,7/22/2013,denied,software application developer,82000,,camp hill,pa
technosoft corporation,7/3/2013,7/22/2013,certified,software application developer,82000,,camp hill,pa
collasys llc,12/18/2013,1/6/2014,withdrawn,software application developer,82290,,austin,tx
technosoft corporation,10/16/2014,1/1/2015,certified,software application developer,82500,,overland park,ks
technosoft corporation,12/23/2014,12/29/2014,certified,software application developer,83000,,lake mary,fl
technosoft corporation,6/20/2014,6/23/2014,certified,software application developer,83000,,austin,tx
technosoft corporation,7/9/2014,7/10/2014,certified,software application developer,83000,,austin,tx
technosoft corporation,6/11/2013,6/24/2013,certified,software application developer,83000,,rolling meadows,il
technosoft corporation,12/11/2014,3/1/2015,certified,software application developer,84000,,camp hill,pa
collasys llc,12/12/2014,1/19/2015,certified,software application developer,84000,,harrisburg,pa
technosoft corporation,12/12/2014,1/19/2015,certified,software application developer,84000,,harrisburg,pa
technosoft corporation,11/6/2013,3/1/2014,certified,software application developer,84000,,camp hill,pa
technosoft corporation,1/16/2013,1/22/2013,certified,software application developer,84000,,camp hill,pa
technosoft corporation,12/2/2014,12/13/2014,certified,software application developer,84500,,harrisburg,pa
collasys llc,12/10/2014,12/15/2014,withdrawn,software application developer,84500,,harrisburg,pa
technosoft corporation,10/3/2014,10/8/2014,certified,software application developer,85000,,harrisburg,pa
technosoft corporation,10/13/2014,10/17/2014,certified,software application developer,85000,,dallas,tx
technosoft corporation,11/17/2014,12/31/2014,certified,software application developer,85000,,harrisburg,pa
technosoft corporation,12/18/2014,3/11/2015,certified,software application developer,85000,,harrisburgh,pa
technosoft corporation,12/23/2014,12/29/2014,certified,software application developer,85000,,lake mary,fl
technosoft corporation,12/23/2014,12/29/2014,certified,software application developer,85000,,lake mary,fl
aumkaara inc,3/11/2014,9/10/2014,certified,software application developer,85000,,san jose,ca
technosoft corporation,3/17/2014,9/13/2014,certified,software application developer,85000,,denver,co
technosoft corporation,4/14/2014,4/21/2014,certified,software application developer,85000,,covington,ky
collasys llc,4/30/2014,5/19/2014,certified,software application developer,85000,,camp hill,pa
technosoft corporation,5/20/2014,6/12/2014,certified,software application developer,85000,,camphill,pa
intertek usa inc,6/23/2014,7/15/2014,withdrawn,software application developer,85000,,arlington heights,il
technosoft corporation,7/29/2014,8/25/2014,certified,software application developer,85000,,concord,nh
technosoft corporation,8/1/2014,9/1/2014,certified,software application developer,85000,,concord,nh
globallogic inc,9/9/2014,9/16/2014,certified,software application developer,85000,90000,irving,tx
technosoft corporation,9/16/2014,9/22/2014,certified,software application developer,85000,,dallas,tx
aumkaara inc,3/5/2013,9/4/2013,certified,software application developer,85000,,san jose,ca
aumkaara inc,3/15/2013,9/14/2013,certified,software application developer,85000,,san jose,ca
aumkaara inc,5/13/2013,5/20/2013,certified,software application developer,85000,,san jose,ca
sequent inc,5/24/2013,9/28/2013,certified,software application developer,85000,,morristown,nj
technosoft corporation,8/16/2013,8/23/2013,certified,software application developer,85000,,indianapolis,in
morrisey associates inc,6/27/2013,12/19/2013,certified,software application developer,85190,,chicago,il
technosoft corporation,12/18/2014,12/19/2014,certified,software application developer,86000,,irvine,ca
noridian mutual insurance company,6/11/2013,6/24/2013,certified,software application developer,87000,,alpharetta,ga
technosoft corporation,3/28/2014,4/21/2014,certified,software application developer,88000,,camphill,pa
technosoft corporation,6/23/2014,6/26/2014,certified,software application developer,88000,,irvine,ca
technosoft corporation,8/13/2014,8/18/2014,certified,software application developer,88000,,harrisburg,pa
technosoft corporation,12/18/2014,12/19/2014,certified,software application developer,89000,,dearborn,mi
collasys llc,12/10/2014,1/15/2015,withdrawn,software application developer,90000,,richmond,va
collasys llc,12/11/2014,1/15/2015,certified,software application developer,90000,,richmond,va
technosoft corporation,12/23/2014,12/29/2014,certified,software application developer,90000,,lake mary,fl
compusight corporation,3/7/2014,9/4/2014,certified,software application developer,90000,,seattle,wa
acentia llc,2/10/2014,5/8/2014,withdrawn,software application developer,90000,,columbia,md
acentia llc,2/10/2014,5/8/2014,certified,software application developer,90000,,columbia,md
technosoft corporation,3/24/2014,9/13/2014,certified,software application developer,90000,,harrisburg,pa
technosoft corporation,4/28/2014,5/19/2014,certified,software application developer,90000,,camp hill,pa
technosoft corporation,7/30/2014,8/25/2014,certified,software application developer,90000,,camp hill,pa
globallogic inc,8/14/2014,9/1/2014,certified,software application developer,90000,95000,reston,va
compusight corporation,3/21/2013,9/17/2013,withdrawn,software application developer,90000,,seattle,wa
compusight corporation,3/20/2013,9/17/2013,withdrawn,software application developer,90000,,seattle,wa
compusight corporation,3/25/2013,9/17/2013,withdrawn,software application developer,90000,,seattle,wa
compusight corporation,3/26/2013,9/17/2013,withdrawn,software application developer,90000,,seattle,wa
aumkaara inc,9/6/2013,9/6/2013,certified,software application developer,90000,,san jose,ca
collasys llc,11/5/2014,11/24/2014,certified,software application developer,92000,,camp hill,pa
technosoft corporation,1/8/2014,1/20/2014,certified,software application developer,92000,,camp hill,pa
aumkaara inc,6/19/2013,9/1/2013,certified,software application developer,92500,,san jose,ca
technosoft corporation,2/4/2014,2/17/2014,certified,software application developer,93500,,san francisco,ca
technosoft corporation,12/3/2013,12/9/2013,withdrawn,software application developer,95000,,san francisco,ca
technosoft corporation,12/5/2013,12/9/2013,certified,software application developer,95000,,san francisco,ca
globallogic inc,8/25/2014,9/3/2014,certified,software application developer,95077,110000,irving,tx
collasys llc,10/8/2014,10/15/2014,certified,software application developer,96250,,harrisburg,pa
morrisey associates inc,2/18/2014,8/12/2014,certified,software application developer,97000,,chicago,il
aumkaara inc,12/5/2013,12/11/2013,certified,software application developer,100000,,san jose,ca
dropthought inc,3/17/2014,9/13/2014,certified,software application developer,100000,120000,santa clara,ca
accelerant software inc,8/12/2013,8/26/2013,certified,software application developer,100000,,forth worth,tx
aumkaara inc,1/9/2014,2/1/2014,certified,software application developer,101000,,san jose,ca
aumkaara inc,1/16/2013,1/21/2013,certified,software application developer,101000,,san jose,ca
collasys llc,3/17/2014,9/13/2014,certified,software application developer,102500,,camp hill,pa
technosoft corporation,11/17/2014,12/10/2014,certified,software application developer,105000,,lake mary,fl
aumkaara inc,5/29/2013,6/6/2013,certified,software application developer,105000,,san jose,ca
knighted llc,6/24/2013,7/1/2013,certified,software application developer,105000,,alpharetta,ga
barclays services corp,8/15/2013,8/28/2013,certified,software application developer,108750,158400,new york,ny
acacia npu inc,3/10/2014,9/1/2014,certified,software application developer,110000,120000,san francisco,ca
aumkaara inc,12/4/2012,12/10/2012,certified,software application developer,110000,,san jose,ca
advitiya corporation,3/12/2014,9/10/2014,certified,software application developer,111010,,westborough,ma
advitiya corporation,3/24/2014,9/10/2014,certified,software application developer,111010,,westborough,ma
atlantis computing inc,4/28/2014,5/1/2014,certified,software application developer,115000,,mountain view,ca
aumkaara inc,12/4/2012,12/10/2012,withdrawn,software application developer,120000,,san jose,ca
ticketfly inc,5/24/2011,5/31/2011,withdrawn,software application developer,140000,,san francisco,ca
sterling 5 inc,8/26/2014,11/17/2014,certified,software application developer (informatica),62000,,medley,fl
technosoft corporation,10/15/2012,11/4/2012,certified,software application developer and tester,54000,,moon township,pa
technosoft corporation,12/16/2014,12/19/2014,certified,software application developer and tester,63000,,lenexa,ks
technosoft corporation,9/18/2013,11/15/2013,certified,software application developer and tester,65000,,sacramento,ca
technosoft corporation,12/16/2014,12/19/2014,certified,software application developer and tester,65050,,lenexa,ks
technosoft corporation,10/8/2014,11/15/2014,certified,software application developer and tester,68000,,sacramento,ca
technosoft corporation,10/10/2014,10/17/2014,certified,software application developer and tester,77000,,lenexa,ks
true ultimate standards everywhere inc,4/21/2014,10/1/2014,certified,software application developer ii,102500,,san francisco,ca
ameya global inc,5/27/2014,6/9/2014,certified,software application developer(webmethods etc),38,,ada,mi
ameya global inc,5/29/2014,6/9/2014,certified,software application developer(webmethods etc),38,,ada,mi
monitise americas inc,3/14/2014,9/13/2014,withdrawn,"software application developer, web & mobile techn",80000,90000,san rafael,ca
3i infotech inc,3/7/2014,3/7/2014,certified,software application developer/analyst,63000,,irving,tx
amdocs inc,6/30/2014,11/8/2014,certified,software application development group leader,94236,,champaign,il
logicatechinc,6/26/2014,7/7/2014,certified,software application development lead,88000,109000,chattanooga,tn
logicatechinc,6/16/2014,6/30/2014,certified,software application development lead,97000,130000,san jose,ca
populus group,3/12/2014,9/10/2014,certified,software application engineer,26.5,,moorestown,nj
populus group,3/18/2013,9/15/2013,certified,software application engineer,28.5,,syracuse,ny
populus group,7/18/2013,8/5/2013,certified,software application engineer,29,,ann arbor,mi
populus group,3/13/2014,4/15/2014,certified,software application engineer,32,,chicago,il
populus group,3/18/2013,9/15/2013,certified,software application engineer,32,,syracuse,ny
populus group llc,5/30/2014,6/20/2014,certified,software application engineer,33,,salt lake city,ut
populus group llc,6/2/2014,6/20/2014,certified,software application engineer,33,,salt lake city,ut
populus group,3/21/2014,9/19/2014,certified,software application engineer,33.5,,sterling,va
populus group,8/12/2014,10/1/2014,certified,software application engineer,34.43,,washington,dc
populus group llc,6/20/2014,7/7/2014,certified,software application engineer,34.74,,freeport,me
populus group,11/1/2013,11/18/2013,certified,software application engineer,35,,canton,oh
populus group,11/4/2013,11/18/2013,certified,software application engineer,35,,canton,oh
kelly services inc,3/12/2014,8/28/2014,certified,software application engineer,35,,horsham,pa
populus group,4/11/2014,5/5/2014,certified,software application engineer,35,,mayfield,oh
populus group,4/21/2014,5/2/2014,certified,software application engineer,35,,cary,nc
populus group llc,7/8/2014,7/17/2014,certified,software application engineer,35,,urbandale,ia
populus group,7/28/2014,8/11/2014,certified,software application engineer,35,,st. louis park,mn
populus group,3/14/2014,9/12/2014,certified,software application engineer,36,,orlando,fl
populus group,11/20/2014,1/5/2015,certified,software application engineer,36.05,,detroit,mi
populus group,12/3/2014,1/5/2015,certified,software application engineer,36.05,,detroit,mi
populus group,10/22/2012,11/5/2012,certified,software application engineer,36.25,,dublin,oh
populus group,10/18/2012,10/26/2012,withdrawn,software application engineer,36.53,,raleigh,nc
populus group,10/22/2012,10/30/2012,certified,software application engineer,36.53,,raleigh,nc
populus group,10/27/2014,11/10/2014,certified,software application engineer,39,,columbus,oh
populus group,1/29/2013,2/5/2013,certified,software application engineer,39.5,,erie,pa
populus group,3/5/2013,9/3/2013,certified,software application engineer,39.59,,columbus,oh
populus group,3/31/2014,5/2/2014,certified,software application engineer,39.96,,kansas city,mo
populus group,11/5/2013,11/25/2013,certified,software application engineer,40,,columbus,oh
populus group,2/19/2014,4/14/2014,certified,software application engineer,40,,scottsdale,az
populus group,3/18/2014,4/1/2014,certified,software application engineer,40,,columbus,oh
populus group,3/25/2014,9/23/2014,certified,software application engineer,40,,des moines,ia
populus group,8/28/2014,10/1/2014,certified,software application engineer,40,,columbus,oh
populus group,9/12/2014,9/29/2014,certified,software application engineer,40,,cincinnati,oh
